2026-06-18T16:49:29Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-18T20:27:56Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-18T23:49:30Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-19T13:26:38Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-19T16:26:22Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-19T19:51:20Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-19T23:03:51Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-20T11:58:15Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-22T15:11:49Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-22T18:08:14Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-22T20:50:37Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-22T23:24:49Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-23T12:27:28Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-23T16:17:51Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-23T20:08:09Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-23T23:12:28Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-24T12:13:07Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-24T16:05:27Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-24T19:48:33Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-24T23:11:32Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-25T12:11:04Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-25T16:12:51Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-25T20:03:03Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-25T23:23:20Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-26T12:05:22Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-26T16:05:23Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-26T19:50:28Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-26T23:13:33Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-27T11:36:54Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-29T13:57:12Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-29T16:48:24Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-29T19:59:59Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-29T23:03:34Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-30T12:03:48Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-30T16:13:20Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-30T20:01:04Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-06-30T23:18:10Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-01T12:26:23Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-01T16:13:45Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-01T19:58:33Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-01T23:20:30Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-02T12:00:51Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-02T15:57:55Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-02T23:14:11Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-03T11:59:17Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-03T15:47:00Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-03T19:25:16Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-03T23:11:18Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-04T11:34:31Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-06T13:36:37Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-06T16:46:26Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-06T20:00:00Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-06T23:12:56Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-07T12:21:01Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-07T16:14:36Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-07T19:57:07Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-07T23:06:54Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-08T11:40:44Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-08T15:56:04Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-08T19:27:14Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-08T23:14:06Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-09T12:24:42Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-09T16:19:52Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-09T19:48:31Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-09T23:17:46Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-10T12:18:07Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-10T16:11:45Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-10T19:35:10Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-10T23:03:02Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-11T11:07:27Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-13T12:24:51Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-13T16:18:35Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-13T19:24:47Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-13T23:00:09Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-14T11:16:12Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-14T15:13:53Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-14T19:22:03Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-14T23:01:15Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-15T11:19:59Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-15T15:15:54Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-15T19:12:58Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-15T23:01:54Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-16T11:25:30Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-16T15:23:27Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-16T19:13:33Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-16T23:02:23Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-17T11:13:09Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-17T15:03:56Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-17T19:12:23Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-17T22:54:17Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-18T11:05:55Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-20T12:07:43Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-20T15:42:40Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-20T19:44:59Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-20T23:04:42Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-21T11:40:46Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
2026-07-21T15:27:27Z | +0 new | 0 total | sources: {"capitol_trades": {"status": "ok", "records": 0}, "senate_github": {"status": "ok", "records": 0}}
